year,year_id,countries,country_id,regions,region_id,western_emerging,west_emerge_id,capital,latitude,longitude,fdi_in_usa_million,globalization_100,gdp_per_capita_usd,interaction_gdp,fdi_by_usa_million,interaction_us_fdi,stock_market_capitalization_gdp,interaction_stock_mkt,government_effectiveness ,rule_of_law
1999,18,Netherlands,11,Europe,1,Western,1,Amsterdam,52.374,4.8897,125010,85,28263.09671,2402363.22,121315,10311775,155.3048886,13200.91553,2.07,1.78
2000,19,Netherlands,11,Europe,1,Western,1,Amsterdam,52.374,4.8897,138894,86,26149.41108,2248849.353,115429,9926894,153.7921466,13226.12461,2.07,1.77
2001,20,Netherlands,11,Europe,1,Western,1,Amsterdam,52.374,4.8897,145554,86,26873.27593,2311101.73,147687,12701082,116.6528808,10032.14775,2.03,1.76
2002,21,Netherlands,11,Europe,1,Western,1,Amsterdam,52.374,4.8897,145596,85,29204.03983,2482343.386,158415,13465275,85.08393287,7232.134294,2,1.74
2003,22,Netherlands,11,Europe,1,Western,1,Amsterdam,52.374,4.8897,146601,86,35672.2066,3067809.768,186366,16027476,84.42533511,7260.578819,2.02,1.75
2004,23,Netherlands,11,Europe,1,Western,1,Amsterdam,52.374,4.8897,159601,86,40362.39478,3471165.951,219384,18867024,81.96697739,7049.160056,2.09,1.76
2005,24,Netherlands,11,Europe,1,Western,1,Amsterdam,52.374,4.8897,156602,87,41979.05585,3652177.859,240205,20897835,86.53364036,7528.426711,1.94,1.76
2006,25,Netherlands,11,Europe,1,Western,1,Amsterdam,52.374,4.8897,182014,87,44863.35063,3903111.505,279373,24305451,106.300178,9248.115486,1.79,1.78
2007,26,Netherlands,11,Europe,1,Western,1,Amsterdam,52.374,4.8897,184613,88,51733.44213,4552542.907,412122,36266736,112.8234192,9928.46089,1.73,1.79
2008,27,Netherlands,11,Europe,1,Western,1,Amsterdam,52.374,4.8897,179938,88,57644.47997,5072714.237,423059,37229192,41.00440939,3608.388026,1.7,1.76
2009,28,Netherlands,11,Europe,1,Western,1,Amsterdam,52.374,4.8897,206622,88,52514.02712,4621234.387,497471,43777448,64.41769025,5668.756742,1.74,1.81
2010,29,Netherlands,11,Europe,1,Western,1,Amsterdam,52.374,4.8897,234408,88,50950.03434,4483603.022,514689,45292632,78.09289202,6872.174498,1.73,1.82
2011,30,Netherlands,11,Europe,1,Western,1,Amsterdam,52.374,4.8897,222465,89,54159.34661,4820181.848,595658,53013562,65.77212042,5853.718717,1.79,1.82
2012,31,Netherlands,11,Europe,1,Western,1,Amsterdam,52.374,4.8897,244147,89,50073.00566,4456497.504,647365,57615485,77.57252061,6903.954334,1.81,1.86
2013,32,Netherlands,11,Europe,1,Western,1,Amsterdam,52.374,4.8897,237734,89,52184.06185,4644381.505,740740,65925860,93.26244107,8300.357255,1.78,1.84
2014,33,Netherlands,11,Europe,1,Western,1,Amsterdam,52.374,4.8897,258177,90,52830.17423,4754715.681,753546,67819140,88.28170807,7945.353726,1.82,1.98
2015,34,Netherlands,11,Europe,1,Western,1,Amsterdam,52.374,4.8897,298782,91,45175.23189,4110946.102,829693,75502063,95.19390379,8662.645245,1.83,1.94
2016,35,Netherlands,11,Europe,1,Western,1,Amsterdam,52.374,4.8897,313649,90,46007.85292,4140706.763,816667,73500030,102.8328602,9254.957418,1.83,1.89
2017,36,Netherlands,11,Europe,1,Western,1,Amsterdam,52.374,4.8897,348836,91,48675.22234,4429445.233,929746,84606886,131.9277481,12005.42508,1.85,1.83
2018,37,Netherlands,11,Europe,1,Western,1,Amsterdam,52.374,4.8897,462303,91,53044.53244,4827052.452,810238,73731658,131.9277481,12005.42508,1.85,1.82
2019,38,Netherlands,11,Europe,1,Western,1,Amsterdam,52.374,4.8897,487079,91,52331.31673,4762149.822,860528,78308048,131.9277481,12005.42508,1.8,1.81
1982,1,Norway,12,Europe,1,Western,1,Oslo,59.9127,10.7461,352,75,15224.89391,1141867.043,2735,205125,3.824001984,286.8001488,1.95,1.92
1983,2,Norway,12,Europe,1,Western,1,Oslo,59.9127,10.7461,352,76,14927.51748,1134491.328,3099,235524,7.44045967,565.4749349,1.95,1.92
1984,3,Norway,12,Europe,1,Western,1,Oslo,59.9127,10.7461,352,76,14989.48577,1139200.919,2850,216600,93.34203805,7093.994892,1.95,1.92
1985,4,Norway,12,Europe,1,Western,1,Oslo,59.9127,10.7461,352,77,15753.55277,1213023.563,3235,249095,15.38232947,1184.439369,1.95,1.92
1986,5,Norway,12,Europe,1,Western,1,Oslo,59.9127,10.7461,352,77,18883.2658,1454011.467,3247,250019,12.84519267,989.0798356,1.95,1.92
1987,6,Norway,12,Europe,1,Western,1,Oslo,59.9127,10.7461,352,77,22505.89771,1732954.124,3873,298221,12.61595349,971.4284187,1.95,1.92
1988,7,Norway,12,Europe,1,Western,1,Oslo,59.9127,10.7461,220,76,24207.28147,1839753.392,4429,336604,15.46195257,1175.108395,1.95,1.92
1989,8,Norway,12,Europe,1,Western,1,Oslo,59.9127,10.7461,576,75,24281.09614,1821082.211,3447,258525,24.63638935,1847.729201,1.95,1.92
1990,9,Norway,12,Europe,1,Western,1,Oslo,59.9127,10.7461,773,75,28242.94374,2118220.781,4209,315675,21.81272462,1635.954347,1.95,1.92
1991,10,Norway,12,Europe,1,Western,1,Oslo,59.9127,10.7461,721,77,28596.933,2201963.841,4318,332486,18.04936012,1389.800729,1.95,1.92
1992,11,Norway,12,Europe,1,Western,1,Oslo,59.9127,10.7461,911,77,30523.98506,2350346.85,3825,294525,13.63548399,1049.932267,1.95,1.92
1993,12,Norway,12,Europe,1,Western,1,Oslo,59.9127,10.7461,1217,79,27963.66522,2209129.552,3757,296803,22.69974331,1793.279721,1.95,1.92
1994,13,Norway,12,Europe,1,Western,1,Oslo,59.9127,10.7461,1616,80,29315.84191,2345267.353,5026,402080,28.67845589,2294.276471,1.95,1.92
1995,14,Norway,12,Europe,1,Western,1,Oslo,59.9127,10.7461,2172,80,34875.70433,2790056.346,4741,379280,29.32782589,2346.226071,1.95,1.92
1996,15,Norway,12,Europe,1,Western,1,Oslo,59.9127,10.7461,2286,81,37321.9742,3023079.91,5483,444123,34.78329992,2817.447294,1.95,1.92
1997,16,Norway,12,Europe,1,Western,1,Oslo,59.9127,10.7461,3122,82,36629.0309,3003580.534,6633,543906,41.21888839,3379.948848,1.97,1.96
1998,17,Norway,12,Europe,1,Western,1,Oslo,59.9127,10.7461,3787,82,34788.35985,2852645.508,6897,565554,30.11151204,2469.143987,1.98,2
1999,18,Norway,12,Europe,1,Western,1,Oslo,59.9127,10.7461,2854,82,36371.05095,2982426.178,5944,487408,39.25201341,3218.6651,1.94,1.93
2000,19,Norway,12,Europe,1,Western,1,Oslo,59.9127,10.7461,2665,84,38131.46061,3203042.691,4379,367836,38.40888283,3226.346158,1.9,1.86
2001,20,Norway,12,Europe,1,Western,1,Oslo,59.9127,10.7461,2574,84,38542.7151,3237588.068,4446,373464,39.92901882,3354.037581,1.9,1.87
2002,21,Norway,12,Europe,1,Western,1,Oslo,59.9127,10.7461,3810,83,43084.47247,3576011.215,6045,501735,32.81934637,2724.005749,1.9,1.88
2003,22,Norway,12,Europe,1,Western,1,Oslo,59.9127,10.7461,4203,83,50134.89077,4161195.934,7511,623413,41.91232012,3478.72257,1.9,1.92
2004,23,Norway,12,Europe,1,Western,1,Oslo,59.9127,10.7461,2862,84,57603.83602,4838722.226,8491,713244,53.46829538,4491.336812,2.08,1.98
2005,24,Norway,12,Europe,1,Western,1,Oslo,59.9127,10.7461,9810,83,66810.47852,5545269.717,8533,708239,61.86088767,5134.453677,1.86,1.92
2006,25,Norway,12,Europe,1,Western,1,Oslo,59.9127,10.7461,10442,84,74148.32008,6228458.887,9667,812028,81.26923625,6826.615845,1.88,1.98
2007,26,Norway,12,Europe,1,Western,1,Oslo,59.9127,10.7461,7317,85,85139.96045,7236896.638,12188,1035980,88.52256123,7524.417705,2.02,1.95
2008,27,Norway,12,Europe,1,Western,1,Oslo,59.9127,10.7461,11511,85,96944.09561,8240248.127,24706,2100010,31.56437858,2682.972179,1.84,1.97
2009,28,Norway,12,Europe,1,Western,1,Oslo,59.9127,10.7461,9866,85,79977.69708,6798104.252,24238,2060230,58.83969116,5001.373749,1.84,1.88
2010,29,Norway,12,Europe,1,Western,1,Oslo,59.9127,10.7461,10478,85,87693.79007,7453972.156,28541,2425985,68.87077611,5854.015969,1.88,1.9
2011,30,Norway,12,Europe,1,Western,1,Oslo,59.9127,10.7461,16530,85,100600.5624,8551047.804,32727,2781795,44.33950096,3768.857582,1.84,1.87
2012,31,Norway,12,Europe,1,Western,1,Oslo,59.9127,10.7461,18769,85,101524.1419,8629552.062,43326,3682710,47.6470795,4050.001758,1.91,1.96
2013,32,Norway,12,Europe,1,Western,1,Oslo,59.9127,10.7461,18470,85,102913.4508,8747643.318,40617,3452445,50.76446598,4314.979608,1.88,1.98
2014,33,Norway,12,Europe,1,Western,1,Oslo,59.9127,10.7461,19539,85,97019.18275,8246630.534,34808,2958680,44.01389376,3741.18097,1.83,2.03
2015,34,Norway,12,Europe,1,Western,1,Oslo,59.9127,10.7461,20641,86,74355.51586,6394574.364,31697,2725942,50.25789813,4322.179239,1.86,2.01
2016,35,Norway,12,Europe,1,Western,1,Oslo,59.9127,10.7461,24794,86,70459.1825,6059489.695,28657,2464502,62.70192417,5392.365479,1.87,2.04
2017,36,Norway,12,Europe,1,Western,1,Oslo,59.9127,10.7461,22800,86,75496.75406,6492720.849,26901,2313486,72.08748933,6199.524082,1.98,2.02
2018,37,Norway,12,Europe,1,Western,1,Oslo,59.9127,10.7461,26007,85,81734.46557,6947429.573,26145,2222325,61.5851566,5234.738311,1.89,1.96
2019,38,Norway,12,Europe,1,Western,1,Oslo,59.9127,10.7461,24221,85,75419.63487,6410668.964,25556,2172260,73.2759693,6228.45739,1.86,1.98
1982,1,Portugal,13,Europe,1,Western,1,Lisboa (Lisbon),38.7169,-9.1399,15,59,3079.949566,181717.0244,277,16343,0.302347816,17.83852114,1.27,1.29
1983,2,Portugal,13,Europe,1,Western,1,Lisboa (Lisbon),38.7169,-9.1399,14,60,2735.491066,164129.464,222,13320,0.338917708,20.33506248,1.27,1.29
1984,3,Portugal,13,Europe,1,Western,1,Lisboa (Lisbon),38.7169,-9.1399,-4,61,2522.747476,153887.596,210,12810,0.310889429,18.96425517,1.27,1.29
1985,4,Portugal,13,Europe,1,Western,1,Lisboa (Lisbon),38.7169,-9.1399,0,61,2705.193002,165016.7731,243,14823,0.786699781,47.98868664,1.27,1.29
1986,5,Portugal,13,Europe,1,Western,1,Lisboa (Lisbon),38.7169,-9.1399,18,60,3861.948433,231716.906,302,18120,4.725067519,283.5040511,1.27,1.29
1987,6,Portugal,13,Europe,1,Western,1,Lisboa (Lisbon),38.7169,-9.1399,16,59,4803.866095,283428.0996,528,31152,29.2782137,1727.414608,1.27,1.29
1988,7,Portugal,13,Europe,1,Western,1,Lisboa (Lisbon),38.7169,-9.1399,18,59,5623.697,331798.123,583,34397,12.75858167,752.7563185,1.27,1.29
1989,8,Portugal,13,Europe,1,Western,1,Lisboa (Lisbon),38.7169,-9.1399,7,59,6056.381028,357326.4807,740,43660,17.49418073,1032.156663,1.27,1.29
1990,9,Portugal,13,Europe,1,Western,1,Lisboa (Lisbon),38.7169,-9.1399,-19,60,7884.617988,473077.0793,897,53820,11.9553786,717.322716,1.27,1.29
1991,10,Portugal,13,Europe,1,Western,1,Lisboa (Lisbon),38.7169,-9.1399,-15,63,8958.985333,564416.076,1034,65142,10.42573658,656.8214045,1.27,1.29
1992,11,Portugal,13,Europe,1,Western,1,Lisboa (Lisbon),38.7169,-9.1399,4,67,10810.56651,724307.9562,1290,86430,9.058564851,606.923845,1.27,1.29
1993,12,Portugal,13,Europe,1,Western,1,Lisboa (Lisbon),38.7169,-9.1399,-2,70,9534.656364,667425.9455,1264,88480,13.05459677,913.8217739,1.27,1.29
1994,13,Portugal,13,Europe,1,Western,1,Lisboa (Lisbon),38.7169,-9.1399,20,71,9977.319909,708389.7135,1181,83851,16.31041389,1158.039386,1.27,1.29
1995,14,Portugal,13,Europe,1,Western,1,Lisboa (Lisbon),38.7169,-9.1399,23,72,11781.36185,848258.0532,1413,101736,15.5423874,1119.051893,1.27,1.29
1996,15,Portugal,13,Europe,1,Western,1,Lisboa (Lisbon),38.7169,-9.1399,-20,73,12185.0914,889511.6722,1423,103879,19.96300424,1457.29931,1.27,1.29
1997,16,Portugal,13,Europe,1,Western,1,Lisboa (Lisbon),38.7169,-9.1399,-32,74,11575.50711,856587.5261,1399,103526,33.28886806,2463.376236,1.22,1.28
1998,17,Portugal,13,Europe,1,Western,1,Lisboa (Lisbon),38.7169,-9.1399,-38,76,12199.20639,927139.6856,1360,103360,50.79133933,3860.141789,1.16,1.28
1999,18,Portugal,13,Europe,1,Western,1,Lisboa (Lisbon),38.7169,-9.1399,-48,76,12471.07936,947802.0314,2188,166288,53.47968333,4064.455933,1.09,1.25
2000,19,Portugal,13,Europe,1,Western,1,Lisboa (Lisbon),38.7169,-9.1399,-68,78,11497.75346,896824.7699,2664,207792,51.28926183,4000.562423,1.02,1.23
2001,20,Portugal,13,Europe,1,Western,1,Lisboa (Lisbon),38.7169,-9.1399,-99,79,11724.6115,926244.3085,2746,216934,38.13846381,3012.938641,1.11,1.28
2002,21,Portugal,13,Europe,1,Western,1,Lisboa (Lisbon),38.7169,-9.1399,-113,77,12875.32079,991399.7008,3093,238161,31.93693963,2459.144352,1.21,1.34
2003,22,Portugal,13,Europe,1,Western,1,Lisboa (Lisbon),38.7169,-9.1399,-139,78,15762.97579,1229512.112,2402,187356,35.35362286,2757.582583,1.17,1.31
2004,23,Portugal,13,Europe,1,Western,1,Lisboa (Lisbon),38.7169,-9.1399,-161,79,18031.00042,1424449.033,1915,151285,37.1574391,2935.437689,1.06,1.25
2005,24,Portugal,13,Europe,1,Western,1,Lisboa (Lisbon),38.7169,-9.1399,-158,79,18773.12536,1483076.903,2138,168902,33.96555819,2683.279097,1.06,1.23
2006,25,Portugal,13,Europe,1,Western,1,Lisboa (Lisbon),38.7169,-9.1399,-19.5,80,19822.84603,1585827.682,2832,226560,49.950366,3996.02928,0.87,0.99
2007,26,Portugal,13,Europe,1,Western,1,Lisboa (Lisbon),38.7169,-9.1399,119,82,22782.09462,1868131.759,2991,245262,55.05562166,4514.560976,0.9,1.02
2008,27,Portugal,13,Europe,1,Western,1,Lisboa (Lisbon),38.7169,-9.1399,53,81,24847.54514,2012651.156,3006,243486,26.25400822,2126.574666,1.09,1.02
2009,28,Portugal,13,Europe,1,Western,1,Lisboa (Lisbon),38.7169,-9.1399,129,81,23059.79745,1867843.593,2803,227043,40.31454279,3265.477966,1.16,1.06
2010,29,Portugal,13,Europe,1,Western,1,Lisboa (Lisbon),38.7169,-9.1399,204,82,22498.69086,1844892.651,2612,214184,34.46964306,2826.510731,1.01,1.06
2011,30,Portugal,13,Europe,1,Western,1,Lisboa (Lisbon),38.7169,-9.1399,391,82,23186.91313,1901326.877,2421,198522,25.20040397,2066.433126,0.95,1.02
2012,31,Portugal,13,Europe,1,Western,1,Lisboa (Lisbon),38.7169,-9.1399,407,82,20564.88986,1686320.969,2061,169002,30.29969827,2484.575258,1.04,1.07
2013,32,Portugal,13,Europe,1,Western,1,Lisboa (Lisbon),38.7169,-9.1399,761,81,21647.04181,1753410.387,1978,160218,34.97728239,2833.159874,1.23,1.06
2014,33,Portugal,13,Europe,1,Western,1,Lisboa (Lisbon),38.7169,-9.1399,805,83,22074.30076,1832166.963,2067,171561,25.1633944,2088.561735,0.99,1.14
2015,34,Portugal,13,Europe,1,Western,1,Lisboa (Lisbon),38.7169,-9.1399,942,83,19242.36647,1597116.417,1971,163593,30.0215849,2491.791547,1.22,1.15
2016,35,Portugal,13,Europe,1,Western,1,Lisboa (Lisbon),38.7169,-9.1399,931,83,19978.40121,1658207.3,2288,189904,27.75526094,2303.686658,1.21,1.1
2017,36,Portugal,13,Europe,1,Western,1,Lisboa (Lisbon),38.7169,-9.1399,1101,85,21490.42986,1826686.538,2372,201620,34.14815439,2902.593123,1.33,1.13
2018,37,Portugal,13,Europe,1,Western,1,Lisboa (Lisbon),38.7169,-9.1399,1056,85,23562.55452,2002817.134,2513,213605,25.55932825,2172.542901,1.21,1.14
2019,38,Portugal,13,Europe,1,Western,1,Lisboa (Lisbon),38.7169,-9.1399,1100,85,23252.05852,1976424.974,2425,206125,25.55932825,2172.542901,1.15,1.14
1982,1,Russia,14,Europe,1,Western,1,Moskva (Moscow),55.755,37.6218,111.5,47,3492.710314,164157.3848,94,4418,6.09182,286.31554,-0.45,-0.79
1983,2,Russia,14,Europe,1,Western,1,Moskva (Moscow),55.755,37.6218,111.5,47,3492.710314,164157.3848,94,4418,6.09182,286.31554,-0.45,-0.79
1984,3,Russia,14,Europe,1,Western,1,Moskva (Moscow),55.755,37.6218,111.5,47,3492.710314,164157.3848,94,4418,6.09182,286.31554,-0.45,-0.79
1985,4,Russia,14,Europe,1,Western,1,Moskva (Moscow),55.755,37.6218,111.5,47,3492.710314,164157.3848,94,4418,6.09182,286.31554,-0.45,-0.79
1986,5,Russia,14,Europe,1,Western,1,Moskva (Moscow),55.755,37.6218,111.5,47,3492.710314,164157.3848,94,4418,6.09182,286.31554,-0.45,-0.79
1987,6,Russia,14,Europe,1,Western,1,Moskva (Moscow),55.755,37.6218,111.5,47,3492.710314,164157.3848,94,4418,6.09182,286.31554,-0.45,-0.79
1988,7,Russia,14,Europe,1,Western,1,Moskva (Moscow),55.755,37.6218,111.5,47,3492.710314,164157.3848,94,4418,6.09182,286.31554,-0.45,-0.79
1989,8,Russia,14,Europe,1,Western,1,Moskva (Moscow),55.755,37.6218,111.5,47,3492.710314,164157.3848,94,4418,6.09182,286.31554,-0.45,-0.79
1990,9,Russia,14,Europe,1,Western,1,Moskva (Moscow),55.755,37.6218,111.5,47,3492.710314,164157.3848,94,4418,6.09182,286.31554,-0.45,-0.79
1991,10,Russia,14,Europe,1,Western,1,Moskva (Moscow),55.755,37.6218,111.5,50,3490.452505,174522.6253,94,4700,6.09182,304.591,-0.45,-0.79
1992,11,Russia,14,Europe,1,Western,1,Moskva (Moscow),55.755,37.6218,125,50,3098.802639,154940.132,94,4700,6.09182,304.591,-0.45,-0.79
1993,12,Russia,14,Europe,1,Western,1,Moskva (Moscow),55.755,37.6218,98,55,2930.670201,161186.8611,280,15400,6.09182,335.0501,-0.45,-0.79
1994,13,Russia,14,Europe,1,Western,1,Moskva (Moscow),55.755,37.6218,97,56,2662.104034,149077.8259,562,31472,6.09182,341.14192,-0.45,-0.79
1995,14,Russia,14,Europe,1,Western,1,Moskva (Moscow),55.755,37.6218,118,58,2665.779867,154615.2323,1115,64670,6.09182,353.32556,-0.45,-0.79
1996,15,Russia,14,Europe,1,Western,1,Moskva (Moscow),55.755,37.6218,242,60,2643.929196,158635.7518,1334,80040,6.09182,365.5092,-0.45,-0.79
1997,16,Russia,14,Europe,1,Western,1,Moskva (Moscow),55.755,37.6218,215,61,2737.572024,166991.8935,1371,83631,19.7439,1204.3779,-0.59,-0.84
1998,17,Russia,14,Europe,1,Western,1,Moskva (Moscow),55.755,37.6218,156,63,1834.861843,115596.2961,623,39249,20.0185,1261.1655,-0.73,-0.88
1999,18,Russia,14,Europe,1,Western,1,Moskva (Moscow),55.755,37.6218,97,63,1330.757236,83837.70587,1678,105714,19.4227,1223.6301,-0.72,-0.99
2000,19,Russia,14,Europe,1,Western,1,Moskva (Moscow),55.755,37.6218,118,65,1771.594059,115153.6138,1147,74555,20.3061,1319.8965,-0.72,-1.1
2001,20,Russia,14,Europe,1,Western,1,Moskva (Moscow),55.755,37.6218,52,64,2100.352512,134422.5608,883,56512,18.5096,1184.6144,-0.52,-0.97
2002,21,Russia,14,Europe,1,Western,1,Moskva (Moscow),55.755,37.6218,122,65,2377.529577,154539.4225,1135,73775,28.2152,1833.988,-0.31,-0.84
2003,22,Russia,14,Europe,1,Western,1,Moskva (Moscow),55.755,37.6218,270.5,67,2975.125353,199333.3987,2511,168237,41.6179,2788.3993,-0.4,-0.91
2004,23,Russia,14,Europe,1,Western,1,Moskva (Moscow),55.755,37.6218,419,66,4102.364833,270756.079,6088,401808,43.7746,2889.1236,-0.44,-0.89
2005,24,Russia,14,Europe,1,Western,1,Moskva (Moscow),55.755,37.6218,511,66,5323.463083,351348.5635,9363,617958,53.9714,3562.1124,-0.5,-0.93
2006,25,Russia,14,Europe,1,Western,1,Moskva (Moscow),55.755,37.6218,756,67,6920.189125,463652.6714,11371,761857,100.831,6755.677,-0.44,-0.95
2007,26,Russia,14,Europe,1,Western,1,Moskva (Moscow),55.755,37.6218,5003,69,9101.255049,627986.5984,15029,1037001,61.9012,4271.1828,-0.39,-0.97
2008,27,Russia,14,Europe,1,Western,1,Moskva (Moscow),55.755,37.6218,7917,69,11635.27293,802833.8322,19777,1364613,61.1551,4219.7019,-0.36,-0.96
2009,28,Russia,14,Europe,1,Western,1,Moskva (Moscow),55.755,37.6218,8416,70,8562.813277,599396.9294,20763,1453410,62.30233446,4361.163412,-0.41,-0.78
2010,29,Russia,14,Europe,1,Western,1,Moskva (Moscow),55.755,37.6218,5689,70,10674.99578,747249.7046,10040,702800,62.38341351,4366.838946,-0.47,-0.76
2011,30,Russia,14,Europe,1,Western,1,Moskva (Moscow),55.755,37.6218,6025,70,14311.08432,1001775.902,11285,789950,38.29830209,2680.881146,-0.47,-0.73
2012,31,Russia,14,Europe,1,Western,1,Moskva (Moscow),55.755,37.6218,6077,71,15420.87454,1094882.092,13389,950619,37.37454375,2653.592606,-0.42,-0.82
2013,32,Russia,14,Europe,1,Western,1,Moskva (Moscow),55.755,37.6218,6354,71,15974.64463,1134199.769,13280,942880,33.61682066,2386.794267,-0.35,-0.78
2014,33,Russia,14,Europe,1,Western,1,Moskva (Moscow),55.755,37.6218,4729,71,14095.64874,1000791.061,9764,693244,18.7412012,1330.625285,-0.11,-0.74
2015,34,Russia,14,Europe,1,Western,1,Moskva (Moscow),55.755,37.6218,4360,72,9313.013625,670536.981,10259,738648,28.84072031,2076.531862,-0.2,-0.76
2016,35,Russia,14,Europe,1,Western,1,Moskva (Moscow),55.755,37.6218,4472,72,8704.898413,626752.6857,14357,1033704,48.72007177,3507.845167,-0.2,-0.79
2017,36,Russia,14,Europe,1,Western,1,Moskva (Moscow),55.755,37.6218,4355,72,10720.33259,771863.9465,13786,992592,39.60266438,2851.391835,-0.08,-0.79
2018,37,Russia,14,Europe,1,Western,1,Moskva (Moscow),55.755,37.6218,4455,72,11370.81346,818698.5691,14071,1013112,34.5065989,2484.475121,-0.06,-0.82
2019,38,Russia,14,Europe,1,Western,1,Moskva (Moscow),55.755,37.6218,4371,72,11584.99538,834119.6674,14439,1039608,34.5065989,2484.475121,0.15,-0.72
1982,1,Spain,15,Europe,1,Western,1,Madrid,40.4165,-3.7026,442,60,5159.708645,309582.5187,2350,141000,5.698124965,341.8874979,1.62,1.44
1983,2,Spain,15,Europe,1,Western,1,Madrid,40.4165,-3.7026,442,61,4478.500286,273188.5174,2331,142191,6.352965591,387.5309011,1.62,1.44
1984,3,Spain,15,Europe,1,Western,1,Madrid,40.4165,-3.7026,442,61,4489.988939,273889.3253,2224,135664,7.688580031,469.0033819,1.62,1.44
1985,4,Spain,15,Europe,1,Western,1,Madrid,40.4165,-3.7026,442,62,4699.655764,291378.6574,2407,149234,10.79086024,669.0333349,1.62,1.44
1986,5,Spain,15,Europe,1,Western,1,Madrid,40.4165,-3.7026,442,61,6513.503286,397323.7004,2882,175802,19.4675516,1187.520648,1.62,1.44
1987,6,Spain,15,Europe,1,Western,1,Madrid,40.4165,-3.7026,442,61,8239.613802,502616.4419,4334,264374,22.30297111,1360.481238,1.62,1.44
1988,7,Spain,15,Europe,1,Western,1,Madrid,40.4165,-3.7026,511,60,9703.123838,582187.4303,5220,313200,24.16628055,1449.976833,1.62,1.44
1989,8,Spain,15,Europe,1,Western,1,Madrid,40.4165,-3.7026,601,65,10681.9712,694328.128,6500,422500,29.57202245,1922.181459,1.62,1.44
1990,9,Spain,15,Europe,1,Western,1,Madrid,40.4165,-3.7026,792,66,13804.87679,911121.8681,7868,519288,20.77107362,1370.890859,1.62,1.44
1991,10,Spain,15,Europe,1,Western,1,Madrid,40.4165,-3.7026,1811,69,14811.90282,1022021.295,8088,558072,25.61115092,1767.169413,1.62,1.44
1992,11,Spain,15,Europe,1,Western,1,Madrid,40.4165,-3.7026,1145,70,16112.18892,1127853.224,8757,612990,18.42148505,1289.503954,1.62,1.44
1993,12,Spain,15,Europe,1,Western,1,Madrid,40.4165,-3.7026,1245,72,13339.90856,960473.4163,6689,481608,22.60013641,1627.209822,1.62,1.44
1994,13,Spain,15,Europe,1,Western,1,Madrid,40.4165,-3.7026,2430,73,13415.287,979315.951,9572,698756,29.21128062,2132.423485,1.62,1.44
1995,14,Spain,15,Europe,1,Western,1,Madrid,40.4165,-3.7026,3237,74,15471.96272,1144925.241,10856,803344,31.00679027,2294.50248,1.62,1.44
1996,15,Spain,15,Europe,1,Western,1,Madrid,40.4165,-3.7026,2007,74,16109.0844,1192072.246,12252,906648,37.5089136,2775.659606,1.62,1.44
1997,16,Spain,15,Europe,1,Western,1,Madrid,40.4165,-3.7026,2304,75,14730.79718,1104809.789,11541,865575,49.21100056,3690.825042,1.64,1.39
1998,17,Spain,15,Europe,1,Western,1,Madrid,40.4165,-3.7026,2420,77,15394.35146,1185365.062,14221,1095017,64.94719078,5000.93369,1.66,1.34
1999,18,Spain,15,Europe,1,Western,1,Madrid,40.4165,-3.7026,2749,77,15715.33227,1210080.585,19970,1537690,67.89108456,5227.613511,1.71,1.39
2000,19,Spain,15,Europe,1,Western,1,Madrid,40.4165,-3.7026,5068,80,14713.06571,1177045.257,21236,1698880,84.4761604,6758.092832,1.76,1.43
2001,20,Spain,15,Europe,1,Western,1,Madrid,40.4165,-3.7026,4659,80,15355.70317,1228456.254,28174,2253920,74.63941364,5971.153091,1.8,1.35
2002,21,Spain,15,Europe,1,Western,1,Madrid,40.4165,-3.7026,4612,79,17025.53198,1345017.026,38001,3002079,65.43281816,5169.192635,1.85,1.26
2003,22,Spain,15,Europe,1,Western,1,Madrid,40.4165,-3.7026,5670,80,21463.44266,1717075.413,41119,3289520,80.20427462,6416.34197,1.88,1.28
2004,23,Spain,15,Europe,1,Western,1,Madrid,40.4165,-3.7026,5818,80,24861.2828,1988902.624,48409,3872720,88.15281836,7052.225469,1.35,1.14
2005,24,Spain,15,Europe,1,Western,1,Madrid,40.4165,-3.7026,7472,81,26419.29686,2139963.046,50197,4065957,83.23266494,6741.84586,1.51,1.13
2006,25,Spain,15,Europe,1,Western,1,Madrid,40.4165,-3.7026,13969,81,28365.31349,2297590.393,49356,3997836,105.0479801,8508.886388,0.84,1.13
2007,26,Spain,15,Europe,1,Western,1,Madrid,40.4165,-3.7026,25908,83,32549.97098,2701647.591,61093,5070719,122.2604393,10147.61646,0.99,1.17
2008,27,Spain,15,Europe,1,Western,1,Madrid,40.4165,-3.7026,30037,83,35366.2596,2935399.547,54194,4498102,58.35206706,4843.221566,0.92,1.19
2009,28,Spain,15,Europe,1,Western,1,Madrid,40.4165,-3.7026,38984,82,32042.47408,2627482.875,58341,4783962,96.56410928,7918.256961,0.95,1.16
2010,29,Spain,15,Europe,1,Western,1,Madrid,40.4165,-3.7026,43095,83,30502.71971,2531725.736,52390,4348370,82.46686909,6844.750134,0.99,1.19
2011,30,Spain,15,Europe,1,Western,1,Madrid,40.4165,-3.7026,45740,84,31636.44631,2657461.49,45351,3809484,69.71913015,5856.406933,1.03,1.2
